Table S1. Information of taxon sampling in this study.,,,,,,,,,,,,,
,,,,,,,,,,,,,
Sequencing_ID,SRA_accession,Subfamily,Tribe,Genus,Subgenus,Species,Identified_by,Gap% in the concatenated nt alignment,Gap% in the concatenated aa alignment,Host,Collection_date,Collection_locality,Altitude
P002_WD07,SRR17212810,Deltocephalinae,Scaphoideini,Osbornellus,-,tenuis,Christopher H. Dietrich,4.80%,4.80%,-,29-May-2015/07-Jun-2015,"USA: Arizona, Graham County, Ash Creek nr. Cluff Ranch Wildlife Area",1370m
P003_WB02,SRR17212809,Deltocephalinae,Scaphoideini,Scaphoideus,Scaphoideus,titanus,Christopher H. Dietrich,2.70%,2.70%,-,10-Aug-2016,"Switzerland: Canton Ticino, Lumino",-
P001_WB07,SRR17212808,Deltocephalinae,Athysanini,Mesamia,-,bifurcata,Christopher H. Dietrich,3.40%,3.40%,-,20-Oct-2005,"Mexico: Michoacan, nr. Angangueo, rd. km 9.5",2400m
P001_WB12,SRR17212807,Deltocephalinae,Athysanini,Eusama,-,amanda,Christopher H. Dietrich,3.80%,3.80%,-,30-Oct-2005,"Mexico: Coahuila, Cuahtemoc rd. km 15.9",2400m
P001_WC09,SRR17212806,Deltocephalinae,Athysanini,Allygidius,Allygidius,detectus,Christopher H. Dietrich,6.50%,6.50%,-,29-Jun-2010,"France: Provence-Alpes-Cote d'Azur, Vaucluse, Vaison-la-Romaine",-
P001_WC10,SRR17213318,Deltocephalinae,Athysanini,Thamnotettix,Loepotettix,dilutior,Christopher H. Dietrich,10.50%,10.50%,-,30-Jun-2010,France: Mt. Ventoux,-
P001_WC12,SRR17213317,Deltocephalinae,Athysanini,Speudotettix,-,subfusculus,Christopher H. Dietrich,7.20%,7.20%,-,30-Jun-2010,France: Mt. Ventoux,-
P001_WD01,SRR17213316,Deltocephalinae,Athysanini,Artianus,-,interstitialis,Christopher H. Dietrich,8.90%,8.90%,-,30-Jun-2010,France: Mt. Ventoux,-
P001_WD08,SRR17213315,Deltocephalinae,Athysanini,Matsumurella,Matsumurella,expansa,Christopher H. Dietrich,8.80%,8.70%,-,08-Jul-2005,"Mongolia: Bulgan, Hualgant, Selenge River near Hyalgant Bridge",-
P001_WD11,SRR17213314,Deltocephalinae,Athysanini,Hardya,-,turanica,Christopher H. Dietrich,11.40%,11.40%,-,23-Jun-1999,"Kyrgyzstan: Dzhalal-AbadAt-Ojnoksky Ridge, Kurpsaj Ravine",924m
P001_WE01,SRR17213313,Deltocephalinae,Athysanini,Condylotes,-,gussakovskii,Christopher H. Dietrich,2.40%,2.40%,-,23-Jun-1999,"Kyrgyzstan: Dzhalal-AbadAt-Ojnoksky Ridge, Kurpsaj Ravine",924m
P001_WE02,SRR17213312,Deltocephalinae,Athysanini,Handianus,Ephemerinus,imperator,Christopher H. Dietrich,4.40%,4.40%,-,05-Jul-1999,"Kyrgyzstan: Issyk-Kul, Barskaun Ravine",1890m
P001_WE04,SRR17213311,Deltocephalinae,Athysanini,Thamnotettix,Thamnotettix,confinis,Christopher H. Dietrich,1.90%,1.90%,-,27-Jun-2016,"USA: Wisconsin, Washburn County",-
P001_WE06,SRR17213310,Deltocephalinae,Athysanini,Extrusanus,-,oryssus,Christopher H. Dietrich,20.70%,20.50%,-,29-Jun-2016,"USA: Wisconsin, Burnett County, 7.1 km E Rush City, Minnesota",-
P001_WE08,SRR17213309,Deltocephalinae,Athysanini,Fitchana,-,vitellina,Christopher H. Dietrich,6.10%,6.10%,"grasses, oaks",28-Jun-2016,"USA: Wisconsin, Burnett County, 7.1 km E Rush City, Minnesota",-
P001_WE11,SRR17213307,Deltocephalinae,Athysanini,Watanabella,-,graminea,Christopher H. Dietrich,33.90%,33.80%,-,18-Jul-2012,"China: Shaanxi, Jialing River Source Park",2300m
P001_WF03,SRR17213306,Deltocephalinae,Athysanini,Orientus,-,ishidae,Christopher H. Dietrich,6.80%,6.80%,-,13-Jun-2004,"China: Taiwan, Nantou, Pei Tung, Mt. Yan",1550m
P001_WG09,SRR17213305,Deltocephalinae,Athysanini,Paratanus,-,variegatus,Christopher H. Dietrich,5.70%,5.70%,bamboo,20-Jan-2014,"Chile: Los Lagos, Parque Nacional Puyehue, Anticura, Sendero El Puma",-
P001_WG11,SRR17213304,Deltocephalinae,Athysanini,Brazosa,-,appendiculata,Christopher H. Dietrich,4.80%,4.80%,-,20-Oct-2002,"Peru: Junin, Pueblo Libre Alto Yurinaqui",1000m
P001_WG12,SRR17213303,Deltocephalinae,Athysanini,Atanus,-,lobatus,Christopher H. Dietrich,2.00%,2.00%,-,16-Jan-2008,"Argentina: Jujuy, rt 9 km 1706, Finca Yala",1500m
P001_WH03,SRR17213302,Deltocephalinae,Athysanini,Pachytettix,-,sagittarius,Christopher H. Dietrich,11.10%,11.10%,-,14-Nov-2009,"Bolivia: Canta Cruz, nr. Buena Vista",390m
P001_WH12,SRR17213301,Deltocephalinae,Athysanini,Carelmapu,Carelmapu,ramosi,Christopher H. Dietrich,2.80%,2.80%,-,14-Jan-2014,Chile: Senda Darwin Biological Station,-
P002_WA01,SRR17213300,Deltocephalinae,Athysanini,Chimaerotettix,-,ochrescens,Christopher H. Dietrich,20.10%,20.00%,-,01-Oct-1996,"Ecuador: Orellana, Transect Ent. 1 km S. Onkone Gare Camp, Reserva Etnica Waorani",220m
P002_WB07,SRR17213299,Deltocephalinae,Athysanini,Tambocerus,-,elongatus,Christopher H. Dietrich,4.70%,4.60%,-,23-Sep-2017,"China: Guangxi, Longtan National Forest Park, Longtan Villa",390m
P002_WB10,SRR17213298,Deltocephalinae,Athysanini,Abrus,-,graciaedeagus,Christopher H. Dietrich,2.60%,2.60%,-,19-Sep-2017 ,"China: Guangxi, ca. Qinbei, Bazhaigou Scenic Spot",-
P002_WC10,SRR17213296,Deltocephalinae,Athysanini,Arawa,-,pulchra,Christopher H. Dietrich,4.30%,4.30%,-,2010,Australia: Western Australia,-
P002_WD01,SRR17213391,Deltocephalinae,Athysanini,Aplanus,-,albidus,Christopher H. Dietrich,2.50%,2.50%,-,26-Aug-2014,"USA: California, Kern County, Kern River Preserve, Weldon",806m
P002_WD02,SRR17213390,Deltocephalinae,Athysanini,Norvellina,-,bicolorata,Christopher H. Dietrich,3.00%,3.00%,-,25-Aug-2014/29-Aug-2014,"USA: California, San Bernardino County, Granit Mountains",960m
P002_WH04,SRR17213389,Deltocephalinae,Athysanini,Baroma,-,reticulata,Christopher H. Dietrich,5.70%,5.70%,-,15-Jan-2008,"Argentina: Jujuy,Parque Nacional Calilegua, ca. campground",-
P003_WA10,SRR17213388,Deltocephalinae,Athysanini,Euscelidius,-,variegatus,Christopher H. Dietrich,2.90%,2.90%,on herbaceous wild understory in vineyards,11-Jul-2015,Switzerland: Canton Vaud,-
P003_WB06,SRR17213387,Deltocephalinae,Athysanini,Duocrassana,-,longula,Christopher H. Dietrich,2.40%,2.40%,-,26-Jul-2019,"Mexico: Oaxaca, Santa Maria Ecatepec",536m
P003_WB07,SRR17213386,Deltocephalinae,Athysanini,Idiodonus,-,kennicotti,Christopher H. Dietrich,1.90%,1.90%,-,21-Sep-2019,"USA: Illinois, Danville, the Vermilion River Observatory",-
P003_WB08,SRR17213385,Deltocephalinae,Athysanini,Colladonus,-,clitellarius,Christopher H. Dietrich,2.50%,2.50%,-,21-Sep-2019,"USA: Illinois, Danville, the Vermilion River Observatory",-
P003_WB09,SRR17213384,Deltocephalinae,Athysanini,Acunasus,-,luteus,Christopher H. Dietrich,2.40%,2.40%,-,01-Oct-2018,"Mexico: Guerrero, Tepecuacuilco de Trujano, Ejido Mayanalan, Xolonia",1059m
P003_WB10,SRR17213383,Deltocephalinae,Athysanini,Costamia,-,venosa,Christopher H. Dietrich,2.10%,2.10%,-,01-Oct-2018,"Mexico: Guerrero, Tepecuacuilco de Trujano, Ejido Mayanalan, Xolonia",1059m
P003_WB11,SRR17213381,Deltocephalinae,Athysanini,Cocrassana,-,sexvarus,Christopher H. Dietrich,4.50%,4.50%,-,01-Sep-2018,"Mexico: Jalisco, Tala, Tala",1341m
P003_WB12,SRR17213380,Deltocephalinae,Athysanini,Crassana,Macrasana,marginella,Christopher H. Dietrich,2.60%,2.60%,-,30-Sep-2018,"Mexico: Guerrero, Cocula, Cocula, Rio San Juan",597m
P003_WC01,SRR17213379,Deltocephalinae,Athysanini,Crassana,Crassana,goniana,Christopher H. Dietrich,2.30%,2.30%,-,01-Oct-2018,"Mexico: Guerrero, Tepecuacuilco de Trujano, Ejido Mayanalan, Xolonia",1059m
P003_WC05,SRR17213378,Deltocephalinae,Athysanini,Zabrosa,-,amazonensis,Christopher H. Dietrich,19.30%,19.20%,-,12-Apr-2019,"Mexico: Chiapas, Palenque, Profesor Roberto Barrios",157m
P003_WC06,SRR17213377,Deltocephalinae,Athysanini,Retusanus,-,punctatus,Christopher H. Dietrich,2.90%,2.90%,-,29-Sep-2018,"Mexico: Guerrero, Cocula, Apango",650m
P003_WC07,SRR17213376,Deltocephalinae,Athysanini,Comayagua,-,taeniata,Christopher H. Dietrich,4.50%,4.50%,-,28-Feb-2018,"Mexico: Oaxaca, San Mateo Rio Hondo, San Jose del Pacifico",2456m
P003_WC09,SRR17213375,Deltocephalinae,Athysanini,Devolana,-,tuxcacuensis,Christopher H. Dietrich,12.40%,12.40%,-,08-Sep-2018,"Mexico: Jalisco, Tuxcacuesco",864m
P003_WC11,SRR17213374,Deltocephalinae,Athysanini,Pseutettix,-,binotata,Christopher H. Dietrich,5.70%,5.70%,-,14-Aug- 2018,"Mexico: San Luis Potosi, Camino a Copalillos",1192m
P003_WC12,SRR17213373,Deltocephalinae,Athysanini,Angubahita,Mairana,nigrens,Christopher H. Dietrich,10.40%,10.40%,-,23-Feb-2018,"Argentina: Tucuman Prov., San Miguel de Tucuman",500m
P003_WD01,SRR17213372,Deltocephalinae,Athysanini,Pseudaligia,-,nigropunctata,Christopher H. Dietrich,4.20%,4.30%,-,14-Aug-2017,Mexico: Hidalgo,1336m
P003_WD02,SRR17213370,Deltocephalinae,Athysanini,Bandara,Bandara,curvata,Christopher H. Dietrich,3.20%,3.20%,-,11-Sep-2019,"USA: Illinois, Danville, Vermilion County",-
P003_WD03,SRR17213369,Deltocephalinae,Athysanini,Neocrassana,-,undata,Christopher H. Dietrich,4.80%,4.80%,-,05-Jan-2018,Argentina: Misiones,450m
P003_WD04,SRR17213368,Deltocephalinae,Athysanini,Stoneana,-,marthae,Christopher H. Dietrich,2.30%,2.20%,-,26-Jul-2019,"Mexico: Oaxaca, Santa Maria Ecatepec",536m
P003_WD09,SRR17212997,Deltocephalinae,Athysanini,Ollarianus,-,sexmaculatus,Christopher H. Dietrich,6.80%,6.80%,-,02-Oct-2018,"Mexico: Guerrero, Tepecuacuilco de Trujano, Ejido Mayanalan, Xolonia",1059m
P003_WD12,SRR17212996,Deltocephalinae,Athysanini,Cozadanus,-,n.sp.,Christopher H. Dietrich,3.30%,3.30%,-,23-Oct-2005 ,"Mexico: Zacatecas, 24km W Baluarte",2200m
P003_WE05,SRR17212995,Deltocephalinae,Athysanini,Platymetopius,Platymetopius,pardalis,Christopher H. Dietrich,2.50%,2.50%,-,23-Jun-1999,"Kyrgyzstan: Dzhalal-AbadAt-Ojnoksky Ridge, Kurpsaj Ravine",924m
P003_WE11,SRR17212994,Deltocephalinae,Athysanini,Napo,-,n.sp.,Christopher H. Dietrich,2.20%,2.20%,-,11-Nov-2009,"Bolivia: Santa Cruz Department, nr. Pampa Grande",1480m
P003_WG08,SRR17212993,Deltocephalinae,Athysanini,Cahya,-,variabilis,Christopher H. Dietrich,3.10%,3.00%,-,03-Mar-2018,"Mexico: Oaxaca, San Bartolo Yautepec",870m
P003_WG11,SRR17212992,Deltocephalinae,Athysanini,Alladanus,-,n.sp.,Christopher H. Dietrich,2.40%,2.40%,-,28-Sep-2018,"Mexico: Guerrero, Taxco de Alarcon, Parque ecologico ""Rancho El Romerito""",2320m
P003_WG12,SRR17212991,Deltocephalinae,Athysanini,Spinulana,-,n.sp.,Christopher H. Dietrich,3.90%,3.90%,-,30-Sep-2018,"Mexico: Guerrero, Iguala de la independencia, Tuxpan",885m
P003_WH03,SRR17212989,Deltocephalinae,Athysanini,Conversana,-,n.sp.,Christopher H. Dietrich,15.20%,15.20%,-,28-Sep-2018,"Mexico: Guerrero, Taxco de Alarcon, Parque ecologico ""Rancho El Romerito""",2320m
P003_WH04,SRR17212988,Deltocephalinae,Athysanini,Jaacunga,-,n.sp.,Christopher H. Dietrich,2.60%,2.60%,-,28-Sep-2018,"Mexico: Guerrero, Taxco de Alarcon, Parque ecologico ""Rancho El Romerito""",2320m
P003_WH05,SRR17212987,Deltocephalinae,Athysanini,Angulanus,-,n.sp.,Christopher H. Dietrich,7.10%,7.10%,-,03-Mar- 2018,"Mexico: Oaxaca, Santa Maria Zoquitlan",1700m
P003_WH11,SRR17212986,Deltocephalinae,Athysanini,Allygus,-,theryi,Christopher H. Dietrich,4.00%,4.00%,-,08-Aug-2018,"France: Corsica, Montans",-
P004_WA10,SRR17212985,Deltocephalinae,Athysanini,Eutettix,Eutettix,pictus,James N. Zahniser,3.80%,3.90%,-,22-May-2007,"USA: Illinois, Johnson County, Rt. 146 2 mi. E Grantsburg",-
P004_WC04,SRR17212984,Deltocephalinae,Athysanini,Anoterostemma,-,ivanoffi,James N. Zahniser,3.70%,3.60%,-,03-Aug-2010,"Scotland: VC 73 Kirkcudbrightshire, Kippford",-
P004_WD01,SRR17212983,Deltocephalinae,Athysanini,Loralia,-,sp.,James N. Zahniser,7.10%,7.10%,-,21-Jan-2004,"Australia: South Australia, Kangaroo Island, Flinders Chase National Park",-
P004_WD07,SRR17212982,Deltocephalinae,Athysanini,Caranavia,-,separata,James N. Zahniser,5.60%,5.60%,-,17-Oct-2002,"Peru: Junin, San Ramon",800m
P004_WD12,SRR17212981,Deltocephalinae,Athysanini,Cerrillus,-,sp.,James N. Zahniser,7.80%,7.70%,-,15-Nov-2007,"Peru: San Martin, 19 km NE Picota",375m
P004_WE01,SRR17212980,Deltocephalinae,Athysanini,Dagama,-,forcipata,James N. Zahniser,5.00%,5.00%,-,16-Dec-2004,"South Africa: Western Cape Prov., Villiersdorp",-
P004_WE06,SRR17212978,Deltocephalinae,Athysanini,Athysanus,-,argentarius,James N. Zahniser,3.90%,3.90%,-,08-Jul-2004,"USA: Illinois, Iriquois County, Medewin Dolomite Prairie, S Kankakee",-
P004_WE11,SRR17212977,Deltocephalinae,Athysanini,Nesothamnus,-,sanguineus,James N. Zahniser,7.30%,7.20%,-,07-Feb-1996,"Ecuador: Orellana, Reserva Etnica Waorani",220m
P005_WA10,SRR17212976,Deltocephalinae,Athysanini,Egenus,-,sp.,Christopher H. Dietrich,19.60%,19.50%,-,08-Jan-2008,"Argentina: Corrientes, Parque Nacional Mburucuya, 8 km W campground",50m
P005_WE09,SRR17212975,Deltocephalinae,Athysanini,Macustus,-,grisescens,Christopher H. Dietrich,0.60%,0.60%,-,20-Jul-2000,"Kyrgyzstan: Issyk-Kul Terskey Alatoo, Turuk-2 Pass",3370m
P005_WE12,SRR17212974,Deltocephalinae,Athysanini,Eusceloidia,-,nitida,Christopher H. Dietrich,2.70%,2.80%,-,06-Mar-2005/15-Mar-2005,"Peru: San Martin Prov., 23 km S Picota; Concervacion Mun. Zona Barreal",335m
P005_WF03,SRR17212805,Deltocephalinae,Athysanini,Handianus,Pycnoides,flavovarius,Christopher H. Dietrich,1.90%,1.90%,-,07-Jul-2005/08-Jul-2005,"Mongolia: Bulgan Aimag, Khyalgant Soum, Baruun Burkhiin Gol",1015m
P005_WG01,SRR17212804,Deltocephalinae,Athysanini,Streptanus,-,sp.,Christopher H. Dietrich,3.90%,3.90%,-,07-Jul-2005/08-Jul-2005,"Mongolia: Bulgan Aimag, Khyalgant Soum, Baruun Burkhiin Gol",1015m
P005_WG09,SRR17212803,Deltocephalinae,Athysanini,Pingellus,-,n.sp.,Christopher H. Dietrich,2.20%,2.20%,-,29-Nov-2011,"Australia: Northern Territory, Keep River National Park",-
P005_WG10,SRR17212802,Deltocephalinae,Athysanini,Neurotettix,-,bifurcatus,Christopher H. Dietrich,1.30%,1.30%,-,Jan-2011,Australia: Northern Territory,-
P005_WH02,SRR17212801,Deltocephalinae,Athysanini,Aeternus,-,n.sp.,Christopher H. Dietrich,4.30%,4.30%,-,05-Jul-2012,"Vietnam: Ninh Binh, Cuc Phuong National Park ca. entrance",-
P006_WA01,SRR17212799,Deltocephalinae,Athysanini,Bardana,-,n.sp.2,Christopher H. Dietrich,5.40%,5.30%,-,08-Sep-2018,"Mexico: Jalisco, Tuxcacuesco",864m
P006_WA04,SRR17212798,Deltocephalinae,Athysanini,Neodonus,-,piperatus,Christopher H. Dietrich,8.80%,8.80%,-,26-Jan-2019,"Mexico: Michoacan, Coeneo, Cerrito",2275m
P006_WA05,SRR17212797,Deltocephalinae,Athysanini,Bergolix,-,signatipennis,Christopher H. Dietrich,3.50%,3.50%,-,18-Jan-2008,Argentina: Salta,1250m
P006_WC06,SRR17212796,Deltocephalinae,Athysanini,Doleranus,-,lucidus,Christopher H. Dietrich,6.60%,6.70%,-,29-May-2015/07-Jun-2015,"USA: Arizona, Graham County, Ash Creek nr. Cluff Ranch Wildlife Area",1370m
P006_WF01,SRR17212795,Deltocephalinae,Athysanini,Euleimonios,-,sinuatus,Christopher H. Dietrich,4.30%,4.30%,sedge/grass,22-Feb-2015,"Australia: Queensland, Crow's Nest National Park",454m
P006_WH03,SRR17212794,Deltocephalinae,Athysanini,Andanus,-,bimaculatus,Christopher H. Dietrich,4.50%,4.50%,-,Sep-2004,"Peru: Madre de Dios, Rio Tambopata, Posada Amazonas",-
P007_WC06,SRR17212793,Deltocephalinae,Athysanini,Lineana,-,albipunctata,Christopher H. Dietrich,5.90%,5.90%,-,05-Jan-2007/12-Jan-2007,"Thailand: Phetchabun, Khao Kho National Park",168m
P007_WD06,SRR17212792,Deltocephalinae,Athysanini,Bonneyana,-,schwarzi,Christopher H. Dietrich,4.70%,4.70%,-,03-Apr-2011/08-Apr-2011,"USA, California, San Bernardino County, Piute Mts",800m
P007_WD12,SRR17212791,Deltocephalinae,Athysanini,Aligia,-,alvona,Christopher H. Dietrich,5.30%,5.30%,-,26-Oct-2005,"Mexico: Durango, Rt. 40 39km E El Salto",2500m
P007_WE02,SRR17212790,Deltocephalinae,Athysanini,Hegira,-,brunnea,Christopher H. Dietrich,3.60%,3.60%,-,22-Aug-2012,"Peru: Cuzco, 26 rd. km. W Quincemil, Rio Araza",985m
P007_WG05,SRR17212787,Deltocephalinae,Athysanini,Consepusa,-,crassistylus,Christopher H. Dietrich,2.50%,2.40%,-,19-Jan-2006,"Chile: Region VIII  Bio-Bio, Parque National Laguna del Lajo",-
P008_WC07,SRR17212786,Deltocephalinae,Athysanini,Huancabamba,-,n.sp.PE1,Christopher H. Dietrich,3.70%,3.60%,-,14-Sep-2009/17-Sep-2009,"Peru: Ancash Region, 7 km E Carhuaz, Pampamarca",3000m
P008_WC10,SRR17212785,Deltocephalinae,Athysanini,Dolyobius,-,n.sp.,Christopher H. Dietrich,6.70%,6.60%,-,13-Sep-2009/18-Sep-2009,"Peru: Ancash Region, 10 km W Cajacay",2050m
P008_WF02,SRR17212784,Deltocephalinae,Athysanini,Branchana,-,xanthota,Christopher H. Dietrich,3.60%,3.60%,Phyllostachy ssp.,28-Jul-2018,"China: Shaanxi, Yangling, Northwest A&F University Campus",478m
P008_WF03,SRR17212783,Deltocephalinae,Athysanini,Handianus,Dlabolia,ephedrae,Christopher H. Dietrich,2.90%,2.90%,-,Jun-2019,Kazakhstan,-
P008_WF04,SRR17212782,Deltocephalinae,Athysanini,Poliona,-,marmorata,Christopher H. Dietrich,5.30%,5.30%,-,Jun-2019,Kazakhstan,-
P009_WA02,SRR17213295,Deltocephalinae,Athysanini,Bolotheta,-,punctata,Christopher H. Dietrich,12.60%,12.60%,-,13-Nov-2009,"Bolivia: Dpto. Santa Cruz, nr. Buena Vista",334m
P009_WA03,SRR17213294,Deltocephalinae,Athysanini,Graphocraerus,-,ventralis,Christopher H. Dietrich,7.80%,7.80%,-,06-Jul-1999,"Kyrgyzstan: Chuy, Boom Ravine 3 km N Kyz-Kujo",1380m
P009_WB11,SRR17213293,Deltocephalinae,Athysanini,Bambusananus,-,sp.,Christopher H. Dietrich,5.10%,5.10%,-,05-Jul-2012,"China: Shaanxi, Qinling Mountains, ca. Huoditang",1679m
P009_WC08,SRR17213292,Deltocephalinae,Athysanini,Laburrus,Laburrus,handlirschi,Christopher H. Dietrich,11.80%,11.80%,-,05-Sep-1998,"Kyrgyzstan: Issyk-Kul, S shore Issyk Kul Lake, 10 km E Kadzhi-Saj",1675m
P009_WC11,SRR17213290,Deltocephalinae,Athysanini,Napo,-,brazosellus,Christopher H. Dietrich,53.70%,53.70%,-,11-May-2011,"Brazil: Amazonas, Ipixuna, Rio Liberdade",175m
P009_WD05,SRR17213289,Deltocephalinae,Athysanini,Pithyotettix,Abietotettix,altaicus,Christopher H. Dietrich,13.10%,13.10%,-,04-Sep-1998,"Kyrgyzstan: Issyk-Kul, Barskaun Ravine 16 km S Barskaun",2320m
P009_WD07,SRR17213288,Deltocephalinae,Athysanini,Paraganus,-,n.sp.,Christopher H. Dietrich,16.80%,16.80%,-,16-Mar-2015,"Brazil: Minas Gerais, Santuario do Caraca, Banho do Belchior",280m
P009_WD08,SRR17213287,Deltocephalinae,Athysanini,Perundanus,-,n.sp.,Christopher H. Dietrich,66.50%,66.40%,-,11-May-2012,"Brazil: Amazonas, Ipixuna, Rio Liberdade",175m
P009_WD10,SRR17213286,Deltocephalinae,Athysanini,Neomesus,-,obtusiceps,Christopher H. Dietrich,16.60%,16.50%,-,20-Jan-2006,"Chile: Region VIII  Bio-Bio, Route 160 15 km S San Pedro",-
P009_WE02,SRR17213285,Deltocephalinae,Athysanini,Stictocoris,-,picturatus,Christopher H. Dietrich,13.20%,13.20%,-,26-Jul-2000,"Kyrgyzstan: Chuy, Karagajly-Bulak, 9 km W Ak-Tyuz",3000m
P009_WE12,SRR17213284,Deltocephalinae,Athysanini,Allotapes,-,nigrifacies,Christopher H. Dietrich,12.90%,12.90%,-,19-Aug-1998,"Kyrgyzstan: Dzhalal-Abad, At-Ojnoksky Mt. Ridge, Kurpsaj Ravine",924m
P009_WF10,SRR17213283,Deltocephalinae,Athysanini,Cyanidius,-,cyanescens,Christopher H. Dietrich,6.20%,6.10%,-,29-Jun-1999,"Kyrgyzstan: Dzhalal-Abad, jct. Kokerim & Kugart Rivers",1247m
P011_WF11,SRR17213282,Deltocephalinae,Athysanini,Idioceromimus,-,delector,James N. Zahniser,4.10%,4.00%,-,28-Jun-2003,"Brazil: Amazonas, Barcelos, Parque Nacional Jau, Seringalzinho",20m
P011_WG04,SRR17213281,Deltocephalinae,Athysanini,Renonus,-,rubraviridis,James N. Zahniser,10.00%,10.00%,-,15-Oct-2001,"Mexico: Jalisco, ca. La Huerta","480,"
P012_WC05,SRR17213279,Deltocephalinae,Athysanini,Cahya,-,chapadensis,Christopher H. Dietrich,10.00%,10.00%,-,07-Sep-2012,"Brazil: PR, Cera Azul, Rio Manocl, Gomes",560m
P012_WC10,SRR17213278,Deltocephalinae,Athysanini,Yungasia,-,ornata,Christopher H. Dietrich,2.60%,2.60%,-,30-Aug-2012,Peru,-
P012_WH03,SRR17213277,Deltocephalinae,Athysanini,Caranavia,-,sp.,Christopher H. Dietrich,2.90%,2.90%,-,05-Sep- 2017,"Mexico: San Luis Potosi, Ciudad Valles, Reserva de la Biosfera Sierra del Abra Tanchipa",323m
P012_WH12,SRR17213276,Deltocephalinae,Athysanini,Handianus,Pycnoides,potanini,Christopher H. Dietrich,6.00%,6.00%,-,07-Jul-2005,"Mongolia: Bulgan, Khyalgant, Cold Spring near Baruun Burkhiin Gol",-
P014_WC04,SRR17213275,Deltocephalinae,Athysanini,Bambusana,-,biflaka,Christopher H. Dietrich,3.10%,3.10%,-,10-Jul-2019/13-Jul-2019,"Vietnam: Vinh Phuc, Tam Dao",-
P014_WD06,SRR17213274,Deltocephalinae,Athysanini,Euscelis,-,seriphidii,James N. Zahniser,2.20%,2.20%,-,27-Jun-1999,"Kyrgyzstan: Dzhalal-Abad, 10 km W Dzhalal-Abad",807m
P014_WD07,SRR17213273,Deltocephalinae,Athysanini,Neohegira,-,breviceps,James N. Zahniser,9.30%,9.30%,-,25-Oct-2002,"Peru: Huanuco, 5km S Tingo Maria",600m
P014_WG10,SRR17213272,Deltocephalinae,Athysanini,Eusora,-,sp.,Christopher H. Dietrich,5.10%,5.10%,-,05-Jun-2012/15-Jun-2012,"USA: Arizona, Mohave County, 11km ESE Kingman, nr. Hualapai Mountain Park",1500m
P015_WB01,SRR17212973,Deltocephalinae,Athysanini,Phlepsanus,-,denudatus,Christopher H. Dietrich,3.50%,3.50%,-,15-Jul-2010/31-Jul-2010,"USA, Arizona, Maricopa County, Gila River, 10 km S Arlington",200m
P015_WB06,SRR17212972,Deltocephalinae,Athysanini,Mesadorus,-,undatus,Christopher H. Dietrich,6.90%,6.90%,-,24-Aug-2020,"USA: Illinois, Mason County, Sand Prairie-Scrub Oak Nature Preserve",-
